filename,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
[flu][cla]0441__1.wav,0.2912466824054718,2097.8881059782298,2489.9465634608046,3917.4633129222975,0.044588184724903474,-117.97457122802734,150.4842529296875,-45.79767990112305,31.572208404541016,-24.371891021728516,7.823808193206787,-20.371854782104492,-0.27437442541122437,-4.471445083618164,2.911349058151245,2.992490530014038,12.865309715270996,5.979918956756592,-0.7606167197227478,-2.8641769886016846,-10.078251838684082,-9.153671264648438,-5.919429779052734,1.2706401348114014,-5.099973201751709,flu
[flu][pop_roc]0372__1.wav,0.18157793581485748,1788.3429882746652,3053.3505995826936,3598.705394847973,0.024457423383204634,-172.57667541503906,168.07485961914062,8.71334457397461,38.58453369140625,-18.995407104492188,31.43496322631836,-5.636196613311768,23.029827117919922,-3.0592780113220215,4.004251956939697,-7.383845329284668,0.7333188056945801,-3.077333688735962,-3.865694522857666,-7.703885078430176,-7.980324745178223,-0.2654092609882355,-0.5902445912361145,2.773573637008667,-1.158271074295044,flu
[flu][pop_roc]0489__3.wav,0.22086654603481293,1415.0901354209457,1338.5229304931902,2574.0076013513512,0.044043345801158304,-155.1532745361328,235.55162048339844,-72.60833740234375,1.6506649255752563,12.728075981140137,-12.5516939163208,3.846919536590576,-1.133669376373291,2.9781582355499268,1.3766376972198486,-3.595993995666504,-4.48063850402832,-4.898222923278809,1.0726327896118164,8.016640663146973,8.9288330078125,3.0307559967041016,-6.31155252456665,-13.654664039611816,-10.805024147033691,flu
061__[flu][dru][pop_roc]0419__2.wav,0.22710256278514862,1457.0597233303254,2070.8083053401024,2434.665329391892,0.03571994148166023,-187.1063690185547,188.07766723632812,-17.08115005493164,22.657726287841797,-7.93988561630249,9.128866195678711,-17.086257934570312,-4.493507385253906,-2.336047887802124,4.20393705368042,17.044212341308594,11.541115760803223,8.014238357543945,-9.074386596679688,-9.779532432556152,-8.943732261657715,-7.00550651550293,-2.292250633239746,-2.0628931522369385,1.4457402229309082,flu
[flu][cla]0373__1.wav,0.41967663168907166,1903.3366779387732,2381.898282020071,2342.879011824324,0.04795902208011583,-258.4638977050781,92.39346313476562,-23.503511428833008,-9.021842956542969,-23.795238494873047,11.89599609375,-8.836198806762695,24.543725967407227,27.56920051574707,29.090618133544922,5.836302280426025,-23.92906379699707,-29.58163070678711,-23.97360610961914,11.31472110748291,24.03822135925293,16.351346969604492,-0.17679622769355774,-3.86395001411438,-2.9826650619506836,flu
[flu][pop_roc]0497__3.wav,0.1612219661474228,1354.8664249901074,2225.2370152071967,2434.083350929054,0.02973991011100386,-206.90719604492188,180.8983154296875,-8.135231018066406,36.52652359008789,15.488757133483887,-1.256804347038269,-10.68474006652832,-3.5218710899353027,-14.559853553771973,-2.2496097087860107,-2.6026012897491455,1.5985686779022217,-0.1285088211297989,0.015517069026827812,-1.3887267112731934,-5.527052879333496,-9.158212661743164,-14.265891075134277,-11.61931324005127,-9.387242317199707,flu
[flu][pop_roc]0360__1.wav,0.2375832349061966,2155.586183544835,3036.7666732589946,4738.718063766892,0.039200123672779925,-109.9568862915039,173.81910705566406,-8.880369186401367,36.35708236694336,-19.162607192993164,27.44489860534668,-13.863886833190918,8.458052635192871,-14.879340171813965,2.1943840980529785,-7.553402423858643,-1.1777563095092773,-0.7181559205055237,-6.474488735198975,1.5844402313232422,-0.12133906781673431,4.880191326141357,-4.176112174987793,2.33097505569458,-2.240307331085205,flu
[flu][jaz_blu]0380__2.wav,0.23439551889896393,1376.5910374866417,2121.1254911191745,2691.7335304054054,0.022410035593629345,-175.7156524658203,186.306640625,-25.6110897064209,37.08149719238281,7.279692649841309,22.45486831665039,1.1364729404449463,3.3752920627593994,1.8744163513183594,-9.90129566192627,-12.32095718383789,-3.886901617050171,1.5209258794784546,-10.546954154968262,-4.255225658416748,-12.84541130065918,-0.6342589855194092,1.3869378566741943,-9.471144676208496,-5.8939433097839355,flu
[flu][jaz_blu]0453__1.wav,0.1784447282552719,3940.184262758626,4430.80184614446,8556.663059543918,0.07642826978764479,-136.34719848632812,123.33161926269531,17.812118530273438,36.301513671875,-16.725149154663086,27.297754287719727,-5.929459095001221,12.211397171020508,-11.5983247756958,15.771827697753906,-3.0640549659729004,17.589794158935547,4.297543525695801,12.625336647033691,-4.050705909729004,9.567208290100098,-19.39750862121582,6.356256008148193,-11.382848739624023,3.1048171520233154,flu
[flu][cla]0430__1.wav,0.2158033549785614,1372.4513692658768,1573.6449464224518,2184.4145903716217,0.046720409025096526,-179.71995544433594,203.32809448242188,-34.438819885253906,-15.895668029785156,2.5814921855926514,3.8220272064208984,-6.4944682121276855,11.869730949401855,8.053701400756836,1.057309865951538,0.0011368092382326722,-10.972965240478516,-5.919697284698486,-8.760167121887207,-3.389603853225708,-10.34108829498291,-6.24044132232666,1.971502661705017,-3.0285990238189697,0.38775917887687683,flu
